77.272949	76.91041	77.260929	78.449401	77.416117
62.847184	78.321755	80.414618	78.487898	78.314242
61.691808	71.277169	64.692529	75.373471	58.090577
56.340991	66.324349	20.687931	36.806894	85.247856
44.563427	39.473827	35.841716	53.769331	65.629274
25.019207	56.499161	37.0685	53.091072	51.161347
61.591116	51.939495	38.819523	62.241919	68.138832
64.238903	26.582651	48.690042	22.445282	24.82153
43.39491	39.120852	83.051133	36.829137	39.373374
53.651868	46.362444	30.566195	38.571348	32.947419
48.18273	30.856268	29.740376	43.591676	35.12283
45.054922	26.80498	22.011923	21.767272	17.311387
41.604736	38.81331	43.306354	46.024697	17.939101
20.932214	27.656644	46.000233	33.2204	61.095562
32.149155	27.701489	21.454875	13.960288	14.656501
30.632437	25.796859	17.676846	27.398135	22.723007
29.938243	13.48387	21.454471	20.72245	15.474393
26.80608	17.875012	23.790367	21.923521	24.547972
14.950088	10.73802	18.6689	12.215748	25.842216
10.744048	11.704137	20.910654	11.387774	15.153603
