0.545437	0.541148	0.5439	0.5415	0.547842
2.305138	2.298806	2.20757	2.310683	2.07936
2.384811	2.251879	2.333318	2.322474	2.304256
1.863884	2.121146	2.122594	2.118578	2.405602
2.174484	2.296469	2.419849	2.249085	2.094092
2.422399	2.613754	2.242403	2.166963	2.093677
2.139549	1.93608	2.151424	2.135256	1.956087
2.106983	2.252267	2.34753	2.27419	2.067049
2.344949	2.172996	2.222505	2.0931	2.151453
2.046084	2.353146	2.3422	2.040775	2.068664
2.085922	1.982423	2.100824	1.887343	1.89721
2.363925	1.859004	2.306037	2.002568	2.231569
1.850953	2.278333	1.804144	2.299522	1.953577
2.176157	1.934475	2.358713	2.195972	2.154198
2.283739	2.058213	2.217438	2.568297	2.069591
2.207526	2.162598	2.13404	2.009014	2.084373
2.277976	2.103001	1.893255	1.85409	1.929763
2.369914	1.884101	1.589071	2.240594	1.874359
2.192093	1.921026	2.013148	1.945661	1.97651
2.156012	1.996536	2.490058	2.182693	1.982257
1.732378	1.594681	1.960336	1.913229	1.868521
1.783344	2.42202	1.742885	1.869607	2.218328
1.826938	2.254983	2.152987	1.80416	1.950904
1.88547	2.081812	2.151366	1.674285	2.392425
1.678627	1.975257	1.626074	1.786819	1.816085
2.153331	2.212989	1.857843	2.407823	1.764888
1.971131	1.964172	1.882053	1.822712	1.87409
1.998097	2.203161	1.791868	1.545335	1.745648
1.617014	1.986924	1.714485	1.828247	1.869095
1.287167	1.85912	1.912928	2.147816	2.076748
1.74749	2.031419	1.921513	1.955405	1.621826
1.680278	1.787086	1.998182	1.414297	2.044177
1.862502	1.866678	1.79567	1.772713	1.670156
1.631875	1.79099	1.703805	1.766182	1.918126
1.674733	1.517615	1.674768	2.071912	1.145912
2.232804	1.920246	1.833877	1.634953	1.901977
1.569834	1.651265	1.716888	1.50247	1.677123
1.281673	1.71426	1.411299	1.677014	1.488221
1.582125	1.595113	1.536772	1.274787	1.552403
1.57726	1.620855	1.507424	1.472072	1.665343
1.557023	1.720136	1.615244	1.921154	1.269772
1.821877	1.792139	2.059198	1.964943	1.808025
1.483346	1.893076	1.529561	1.263293	1.264329
1.229947	1.625288	1.773911	1.371362	1.38058
1.281159	1.872082	1.772234	1.608954	1.426348
1.308055	1.589289	1.661901	1.836936	1.434205
1.536546	1.563617	1.891859	1.64657	1.699328
1.549969	1.416694	1.735578	1.410788	1.34949
1.952517	1.620091	1.441488	1.329202	1.326805
1.537268	1.356703	1.493735	1.43272	1.446553
1.848342	1.456978	1.366111	1.408431	1.369125
1.648073	1.640125	1.17597	1.518424	1.687723
1.370363	1.362886	1.370561	1.635449	1.476037
1.180569	1.304296	1.518585	1.295905	1.869416
1.189163	1.895852	1.282565	1.47239	1.318408
1.15781	1.575658	1.84662	1.214888	1.242489
1.128478	1.099384	1.42475	1.432425	1.249962
1.378318	1.038269	1.006803	1.278798	1.380903
1.26871	1.8095	1.105044	0.902565	1.290977
1.287912	1.207898	1.172755	1.770106	1.457436
