1.778225	1.852617	1.788303	1.786237	1.792501	1.774646	1.808226	1.774933	1.847099	1.774635
4.074027	4.604171	4.235305	4.08795	4.332906	4.435864	4.135955	4.399085	4.384986	4.417036
4.163172	3.800494	4.448115	4.514506	4.17498	4.305367	4.262752	4.069186	4.146917	4.320369
3.913205	4.357077	3.972725	4.41131	4.399138	4.018117	3.865477	4.280806	3.783271	4.049114
3.707636	4.24725	3.619635	4.019271	4.142458	3.982361	4.330759	4.0192	3.739684	4.115612
4.249437	3.608209	4.108683	4.094126	4.401356	3.863816	4.052049	3.752375	3.985072	3.924588
3.958878	4.458608	3.786579	3.820387	3.875329	4.459433	4.013722	4.222267	3.560987	3.978311
3.977736	4.231056	4.356835	3.77592	3.721011	4.012047	3.969951	3.524393	3.836829	4.078638
4.752318	4.014127	3.972554	3.289992	4.617729	3.660139	3.264949	3.812083	3.387826	3.604206
3.11003	4.166748	3.327095	3.786948	3.982943	3.180628	3.917513	4.313405	4.015382	3.991703
3.183502	4.009736	3.795218	3.362647	4.698547	4.19988	3.469409	3.565045	3.601144	3.967226
3.554644	3.590631	3.759478	3.254726	3.498338	3.868621	3.404364	3.491819	3.955065	3.507378
3.580397	3.615563	3.335131	3.509519	3.260825	3.261811	3.955542	4.322455	3.470887	3.824993
3.844041	3.980554	3.825851	3.404193	4.259956	3.266973	3.256407	3.703507	3.506012	3.849562
3.769618	3.762172	3.644625	3.273242	4.210833	4.152013	4.117578	3.815939	3.385199	4.061568
3.940082	3.250757	3.294505	3.691631	3.683589	3.697122	3.700135	3.688531	3.538272	3.341875
3.830863	3.506498	4.368566	3.510462	3.578415	3.70244	4.106069	3.478423	3.707636	3.818201
3.618648	2.858963	3.006275	3.914236	2.373038	2.943021	3.766231	3.767362	3.653128	3.588562
3.485701	3.03447	3.161075	3.092479	3.574136	4.054771	4.354558	3.733363	3.615302	3.108198
3.329246	3.193333	2.974031	3.006429	3.31155	3.035477	2.880258	3.317545	3.773055	3.083085
2.615366	3.433705	2.500872	3.402643	3.227721	3.617776	3.493668	3.2523	3.069482	3.360831
3.012954	2.54626	3.476143	3.540628	3.522442	3.086921	3.621296	3.590904	3.375028	3.551744
3.366431	3.099452	3.764476	4.104098	3.128471	3.262767	3.784166	3.00291	3.025906	2.985568
2.858107	3.612492	3.016084	3.557137	3.453564	2.973491	3.298165	2.95816	2.759897	3.176775
3.690059	3.308711	2.874064	3.076384	3.771532	3.046698	3.132616	2.546218	2.995297	2.163677
2.51713	2.8125	2.513119	3.197926	3.411991	3.171601	3.213206	2.896208	3.078248	2.144353
2.576058	2.632052	2.791077	2.707565	2.414123	2.503578	2.493301	2.727937	2.602346	2.47675
3.274954	2.587953	3.191443	2.649338	2.487053	2.613578	2.468363	3.149418	2.672416	2.505316
2.548201	2.641731	2.349521	2.572379	2.875146	2.462665	2.42801	2.624876	2.315251	2.318119
2.778353	3.048332	2.393894	2.561906	2.298311	2.154768	2.438141	2.270955	2.265423	2.397965
2.451709	2.217848	2.644302	2.480372	2.518085	2.611309	2.391771	2.941079	2.235507	2.25689
2.213704	2.776692	3.085124	2.479751	2.269859	2.834844	2.145696	2.420732	2.454281	2.029966
2.251623	2.503065	2.795711	2.213717	2.388808	2.572855	2.441931	2.010645	2.265717	2.469551
2.291324	2.42107	2.490724	2.369193	2.059054	2.467114	1.875572	2.078341	2.65716	2.187474
2.01734	1.758294	2.174807	2.096944	2.066879	2.223217	2.223168	2.099833	2.29075	2.219186
2.503384	2.047437	2.111034	2.266428	2.400047	2.212319	2.286049	2.543761	2.364605	2.378599
2.112625	1.80287	2.27692	2.073762	2.394717	2.208505	2.541717	2.232904	1.972931	1.932791
2.368656	2.583386	2.371783	2.049931	2.201676	1.660587	2.098039	2.241419	2.428434	1.820509
2.406461	2.113116	1.7572	2.497152	2.034354	2.277882	2.145321	2.100232	1.8658	2.005844
1.961662	2.02099	2.120504	2.345577	2.217723	2.12118	1.782428	1.840511	2.18529	1.805264
1.827	1.92012	1.965085	1.750771	2.033713	1.613196	1.913586	2.169427	1.841362	1.889632
2.04121	1.992841	2.060091	1.779307	2.025713	1.742763	2.120442	2.220182	1.97555	1.8603
1.926641	1.863481	1.900244	1.802501	1.842873	1.77661	1.779532	2.450217	2.020724	1.746391
1.868962	1.799206	2.036087	1.830319	1.762437	1.925557	1.82204	1.887344	1.819796	2.2652
1.886809	1.875671	1.737599	1.795202	2.145593	1.865967	2.002748	1.892978	1.742579	1.947281
1.773362	1.851457	1.898267	1.84639	1.731156	1.724775	1.868593	2.127889	1.877653	1.788262
1.739884	1.75014	1.745275	1.75857	1.845628	1.781197	1.740264	1.755232	1.792706	1.754606
1.743345	1.75636	1.739967	1.743067	1.745273	1.726361	1.834219	1.744667	1.800029	1.741278
1.787814	1.764452	1.736133	1.77956	1.748454	1.732218	1.771774	1.78296	1.779015	1.76371
1.771105	1.746189	1.729928	1.783973	1.738719	1.729765	1.759233	1.801956	1.769912	1.726214
