17.898642	18.809857	17.748674	17.970229	17.875026	17.948122	13.502883	15.695691	17.990122	11.363961
18.036242	17.815094	15.754193	16.294687	6.834174	15.814044	10.309967	18.072723	8.167719	18.211133
18.332813	12.970892	13.74133	7.934986	10.965033	13.977695	11.779182	11.411279	10.479176	11.403388
11.875472	14.822071	10.452425	11.96118	10.985203	10.70818	15.957133	6.847932	11.831415	8.745634
6.839443	22.339205	12.826417	8.506516	19.33284	9.789016	14.908604	3.88137	6.188179	9.190583
5.774185	9.409636	8.798047	13.049161	11.374561	19.562298	12.150512	10.073325	6.05047	10.399119
10.300859	10.766528	10.048794	13.304758	12.941939	10.676104	8.285118	8.339117	8.843489	9.331763
9.42577	4.171449	9.669011	4.657767	11.505911	4.242561	7.40152	4.577378	17.776161	5.428426
8.589501	6.162975	5.867069	8.247525	4.444237	16.319214	7.023717	13.351388	5.873243	19.968797
4.588511	4.110604	5.50402	10.284885	5.075526	2.27667	7.739796	6.223499	3.976035	11.118614
2.278539	5.454487	5.087271	3.928215	3.736488	7.981991	7.353902	5.946318	1.211612	3.025404
4.875453	3.85951	3.062419	5.56285	6.197273	2.081621	6.712429	3.929072	3.523646	8.724068
2.620104	4.271781	1.853055	6.153936	2.533973	3.512281	3.816398	1.22743	3.737133	3.326054
4.025723	1.766855	1.699618	3.481956	1.538024	3.003701	2.108132	2.323921	4.391451	3.032073
1.113285	3.236774	2.219517	1.716809	1.751459	1.132165	1.75605	2.236558	1.147132	1.724936
1.686886	3.080129	1.553426	1.610933	1.646121	3.09723	1.135553	1.672082	1.656305	1.582302
1.5672	1.602952	1.147287	1.241985	1.151235	1.634498	1.947043	1.843871	1.272669	1.681146
2.27481	1.1748	1.165295	1.150526	1.114148	1.135101	1.716653	1.162199	1.156023	1.186975
1.199506	1.158539	1.15479	1.169332	1.149344	1.193393	1.178378	1.166589	1.142973	1.131644
1.140823	1.162111	1.18594	1.158519	1.175899	1.14676	1.153781	1.140313	1.149783	1.128076
1.145023	1.133804	1.146605	1.196553	1.208135	1.173872	1.185832	1.150896	1.171858	1.180727
1.174306	1.16875	1.179145	1.13667	1.153721	1.180847	1.147413	1.164765	1.184752	1.1844
1.262685	1.219418	1.244441	1.211059	1.140327	1.15481	1.202844	1.129079	1.173189	1.190144
1.265574	1.235551	1.132709	1.141568	1.165344	1.210864	1.124128	1.096516	1.114542	1.101793
1.12527	1.095937	1.123822	1.095463	1.089475	1.117855	1.097655	1.099327	1.149858	1.206282
1.216637	1.202811	1.153661	1.128833	1.181104	1.202677	1.130304	1.14876	1.167603	1.173536
1.179403	1.135895	1.164165	1.171166	1.165905	1.142036	1.130374	1.123055	1.122994	1.195704
1.16258	1.192066	1.207035	1.165121	1.145162	1.158665	1.143776	1.21969	1.164088	1.117942
1.09326	1.108237	1.090587	1.127666	1.175166	1.09056	1.113839	1.096561	1.130364	1.125856
1.150591	1.132595	1.176935	1.121103	1.124017	1.139746	1.141517	1.131356	1.122264	1.104243
