20.903474	16.147843	20.642989	21.867444	22.33883	22.821842	22.136458	21.880635	24.075052	25.037723
22.920353	23.579754	16.128031	22.652794	13.494166	21.831048	25.057579	19.770949	21.839308	13.521225
21.346379	12.120921	7.448467	23.847073	12.561593	13.142798	20.515523	21.242455	19.580427	21.847711
19.908483	8.074563	13.87354	18.411757	16.488029	13.804176	10.480384	14.091584	7.475409	8.88048
15.23141	12.76431	20.962757	18.089463	12.10708	9.314318	9.516377	15.752461	22.135194	13.076409
9.480804	15.497562	14.686703	8.099773	9.869222	13.276376	4.699754	6.356556	5.734894	12.454875
12.933428	7.998066	5.287763	14.89683	9.842547	11.692288	7.27691	14.343368	17.477552	10.625967
10.113848	13.208369	10.615822	4.863441	11.070186	7.311195	5.510636	4.631259	13.695756	12.90037
5.236497	8.023651	3.570256	7.979552	3.791016	14.639093	9.529756	3.250442	8.328639	7.972098
9.354276	5.789058	6.380406	4.1122	7.599883	3.359952	15.802179	3.944701	11.204315	3.394552
6.376138	3.296163	3.359268	5.648567	5.555784	6.621027	5.468288	4.320023	3.296715	1.879941
4.167582	9.095511	3.239184	4.966482	1.279984	3.768536	4.451693	7.029782	4.455903	4.696807
3.486183	2.475906	3.311479	2.683442	3.274984	5.411144	2.391349	1.529467	2.028999	6.503825
3.858925	2.810268	3.166062	1.796133	2.97475	3.972124	2.464688	4.509071	1.711206	2.374293
1.669544	2.337498	2.456893	1.161027	3.121695	4.355673	1.667526	1.68434	1.692504	3.169969
1.227514	2.504601	2.391396	1.220864	1.700021	3.203783	4.765751	1.930681	1.873242	1.376734
1.909327	1.248047	1.855514	1.847151	1.227834	1.724815	1.74167	2.409972	1.767035	1.215023
1.247802	1.225873	1.161132	3.595654	1.198931	1.776202	1.169482	1.205685	1.211151	1.287075
1.262739	1.247252	1.239094	1.231916	1.24716	1.225043	1.222007	1.220829	1.205079	1.173226
1.191837	1.208369	1.189827	1.195776	1.214454	1.234302	1.26298	1.23094	1.255937	1.244168
1.225603	1.235004	1.228501	1.236652	1.231253	1.191194	1.199253	1.182318	1.196612	1.187395
1.184522	1.215442	1.243835	1.262097	1.254575	1.263006	1.238151	1.17926	1.226283	1.168744
1.173554	1.233894	1.247342	1.237976	1.211771	1.225276	1.184779	1.174747	1.189528	1.209959
1.261084	1.228775	1.237506	1.251528	1.184347	1.19265	1.175282	1.19113	1.188895	1.173034
1.203079	1.211559	1.18875	1.198499	1.189405	1.204324	1.205816	1.245257	1.252353	1.255036
1.236195	1.218513	1.190811	1.168794	1.190446	1.189374	1.153946	1.181275	1.168975	1.198251
1.165844	1.202981	1.187743	1.198949	1.198801	1.205501	1.205981	1.233859	1.207876	1.219985
1.257768	1.241271	1.204591	1.196102	1.147051	1.207245	1.193202	1.203433	1.199177	1.188524
1.230338	1.176263	1.196114	1.189543	1.180133	1.1811	1.179266	1.176159	1.201996	1.265522
1.248364	1.277873	1.21718	1.234545	1.19353	1.203622	1.16898	1.185282	1.168849	1.162983
