BU_t	BU_n	BU_p	BUN_t	BUN_n	BUN_p	BUNK_t	BUNK_n	BUNK_p	TD_t	TD_n	TD_p	TDN_t	TDN_n	TDN_p	TDNK_t	TDNK_n	TDNK_p
0.004471	0.0	2647	0.020589	0.006998	7174	0.033084	0.018266	6606	0.006486	0.0	653	0.021435	0.007895	1029	0.097953	0.030975	1126
0.004451	0.0	2647	0.020139	0.006926	7174	0.032786	0.018409	6606	0.006626	0.0	653	0.02107	0.007862	1029	0.10038	0.031369	1126
0.004444	0.0	2647	0.019916	0.006928	7174	0.032758	0.018331	6606	0.006589	0.0	653	0.021097	0.007883	1029	0.100653	0.031073	1126
