0.000509	0.000498	0.000496	0.000552	0.00049
0.000163	0.000167	0.000187	0.000164	0.000189
0.000192	0.000173	0.000165	0.000168	0.000162
0.000172	0.000176	0.000176	0.000244	0.000171
0.000163	0.000164	0.000166	0.000149	0.000168
0.000166	0.000152	0.000167	9.6e-05	0.00017
0.000154	0.000101	0.000169	0.000242	0.000189
0.000177	0.000205	9.8e-05	0.00029	0.000175
0.000192	0.000176	0.000197	0.000218	0.000252
0.000174	0.000201	0.000182	0.000263	0.00026
0.000176	0.000181	0.000174	0.000179	0.000104
0.000253	0.000178	8e-05	0.000153	0.000181
0.000179	0.000271	0.000194	0.0001	0.000175
0.000248	0.000164	0.000213	0.000207	0.000396
0.000203	0.000188	0.00033	0.000277	0.000183
0.000212	0.000114	0.000173	0.00018	0.000298
0.000176	0.000225	0.00027	0.000187	9.3e-05
0.000285	0.000291	0.000284	6.9e-05	0.000116
0.000276	0.000181	0.0002	0.000351	0.000252
0.000176	0.000198	0.000168	0.000212	0.000236
0.000102	0.000241	0.000192	0.000214	0.000249
8.5e-05	0.000271	0.000177	0.00018	0.000264
0.000175	0.000163	0.000386	0.000408	0.000162
0.000102	9.1e-05	0.000175	0.000129	0.000632
0.000283	0.000169	0.000257	0.000334	0.00018
0.000158	0.000234	0.000279	0.000218	0.000283
0.000348	0.000158	0.000177	0.000201	0.000273
0.000215	0.00021	0.000168	0.000106	0.000115
0.000222	6.6e-05	0.000309	9.8e-05	0.000154
0.000211	0.00018	0.000268	0.000212	0.000275
0.000117	0.000244	0.000209	0.000278	0.000165
0.000464	0.000174	0.00021	0.000218	0.000218
0.000217	0.000152	0.000125	0.000166	0.000211
0.000186	6.8e-05	0.000211	0.00018	0.000247
0.000251	0.000187	0.000152	0.000671	0.000222
0.000184	0.000307	0.00041	0.00019	0.000319
0.000191	0.000212	0.000108	0.000358	0.000671
0.000169	0.000207	8.9e-05	0.000165	0.000172
0.000175	0.000204	0.000513	0.000105	0.000172
0.000259	0.000163	0.000495	0.000286	0.00042
0.000348	0.000161	8.9e-05	0.000207	0.000189
9.1e-05	0.00043	0.000171	0.00066	0.000182
8.1e-05	0.000338	0.000157	0.000496	0.000277
0.000161	0.000556	0.000191	0.000264	0.000107
0.000172	0.000103	0.000128	0.000191	0.000181
0.00024	0.000128	0.000387	0.000199	0.000137
0.000174	0.000317	0.000208	0.000206	0.000239
0.000248	0.000207	9.9e-05	9e-05	9.8e-05
0.000582	0.000468	0.000337	0.000517	9.8e-05
0.000215	0.000151	0.00017	0.000269	0.000187
0.000179	0.00035	0.000223	0.000371	0.000288
0.000324	0.000197	0.000395	0.000385	0.000267
0.000364	0.000578	0.000127	0.000444	0.000291
0.000193	0.000247	0.000242	0.000199	0.000149
0.0002	0.000236	0.000364	0.000237	0.000149
9.5e-05	0.00029	0.00024	0.000192	0.000367
0.000203	0.000405	0.000315	0.00024	0.000156
0.000199	0.000224	0.00014	0.00012	0.000185
0.000178	0.00018	0.000127	0.000131	0.000579
0.000129	0.000134	0.00019	6.8e-05	0.000127
