4.944619	4.935084	4.905748	4.920627	4.913508
39.493202	39.42872	39.38857	39.545246	40.017623
39.951507	39.646661	39.59649	42.082533	32.58421
39.673575	39.637835	38.473737	39.190081	39.679043
39.294869	38.272983	40.592475	40.491025	40.40633
34.194985	34.663206	42.281632	32.936247	40.915765
30.550835	42.220697	39.935646	43.758421	25.60961
27.73782	25.635195	39.549214	38.735632	40.668506
38.514545	42.776319	40.217106	38.13523	37.750174
44.758572	41.445199	27.764827	22.131919	40.106511
37.183189	42.051962	40.91181	38.048896	38.062775
41.11453	46.301271	40.006462	44.383968	23.58873
50.131813	34.545489	39.718516	43.277523	36.493589
22.790235	27.026163	22.572973	42.618969	26.290835
34.647553	34.758867	33.044261	27.303753	26.203318
34.741258	36.455482	34.377223	20.081634	29.39719
20.597964	50.765783	32.295202	23.157494	28.264645
42.384077	34.23256	27.427525	46.063434	41.593453
27.064312	37.4503	25.069079	30.068562	28.989594
40.10123	30.896954	43.576113	17.233147	40.933367
32.771917	16.781691	22.108906	16.493246	26.42549
42.023889	26.09719	46.068181	24.060284	39.625292
29.61647	31.5922	23.36551	29.102934	25.388259
24.99741	37.197048	33.881798	24.049929	44.187279
32.555178	31.426831	29.177987	43.057535	28.37329
30.122935	24.613732	31.346387	47.929067	21.043404
18.755998	10.184259	17.987785	25.583671	32.598944
25.179373	27.821828	41.028592	31.105705	32.774949
31.066232	30.539791	33.02915	23.191477	38.428173
38.284967	37.808575	28.455833	29.679803	24.225982
31.916228	44.836831	47.823796	20.882652	42.529938
39.225218	21.912649	19.257767	27.648807	36.814473
36.375217	26.817411	32.970954	34.176658	12.351569
34.417872	26.023887	27.413097	25.704349	36.780279
27.760022	40.458595	19.475543	35.571019	26.537511
18.89335	24.765831	12.597575	28.348639	33.072513
32.291565	17.77646	19.747752	33.060212	25.840785
29.117058	21.503366	36.027071	16.670573	10.96326
24.207328	15.662163	25.152639	27.197785	33.477901
16.492184	28.290509	14.405717	10.365572	26.864242
28.793871	25.000533	15.302213	14.309101	25.613013
13.915405	23.199456	26.156705	16.496636	29.395338
24.197674	38.100731	50.977618	25.420637	11.435788
34.929035	26.449467	36.90338	20.376142	18.144979
18.380029	25.530375	35.604585	9.365252	27.967951
26.7689	21.57121	23.27159	22.095064	37.853888
28.582572	34.171115	21.113663	27.590964	22.601535
24.469086	8.886828	20.465779	26.965919	12.015052
24.205486	9.615169	16.990688	14.156989	22.547608
13.904131	18.229427	15.800194	13.016306	22.166831
38.879509	19.94781	17.169725	16.67921	26.136917
13.762988	13.316131	20.428676	25.502603	22.09243
23.144207	18.993046	30.630033	16.385772	31.017068
20.844189	23.17914	8.45848	11.97512	22.755564
11.345935	15.339307	22.518493	31.678579	18.626816
8.84769	25.762519	29.976507	12.02533	18.542343
20.476111	20.478433	16.594006	15.917797	18.925429
24.613519	21.765493	16.153317	23.610521	12.805046
14.490357	17.14173	14.944196	20.935258	18.443562
19.142441	15.576012	27.183023	14.589524	7.795122
