BU_t	BU_n	BU_p	BUN_t	BUN_n	BUN_p	BUNK_t	BUNK_n	BUNK_p	TD_t	TD_n	TD_p	TDN_t	TDN_n	TDN_p	TDNK_t	TDNK_n	TDNK_p
300	300	0	8.851519	3.495864	1719457	6.002298	3.582227	703779	300	300	0	77.252334	48.105164	897311	68.466101	54.263888	515948
300	300	0	8.926178	3.512971	1719457	5.944938	3.579325	703779	300	300	0	78.729955	48.822492	897311	69.631535	55.022469	515948
300	300	0	8.92742	3.515881	1719457	5.939158	3.570739	703779	300	300	0	76.970376	48.075446	897311	68.723524	54.526707	515948
